Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Andr Domingos da Silva,M,31.0,187.0,78.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,
Anselmo Gomes da Silva,M,27.0,188.0,85.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,
Anubes Ferraz da Silva,M,24.0,179.0,70.0,Brazil,BRA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,
Anubes Ferraz da Silva,M,24.0,179.0,70.0,Brazil,BRA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres Hurdles,
Arnaldo de Oliveira da Silva,M,20.0,174.0,71.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
Arnaldo de Oliveira da Silva,M,20.0,174.0,71.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,
Arnaldo de Oliveira da Silva,M,24.0,174.0,71.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
Arnaldo de Oliveira da Silva,M,28.0,174.0,71.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,
Arnaldo de Oliveira da Silva,M,32.0,174.0,71.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,
Arnaldo de Oliveira da Silva,M,32.0,174.0,71.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Claudinei Quirino da Silva,M,25.0,186.0,88.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
Claudinei Quirino da Silva,M,29.0,186.0,88.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,
Claudinei Quirino da Silva,M,29.0,186.0,88.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Clverson Oliveira da Silva Teixeira,M,22.0,185.0,75.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,
Delmo da Silva,M,22.0,173.0,68.0,Brazil,BRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,
Evaldo Rosa da Silva,M,25.0,184.0,73.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,
Haroldo Pereira da Silva,M,18.0,,,Brazil,BRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,
Haroldo Pereira da Silva,M,18.0,,,Brazil,BRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 200 metres,
Haroldo Pereira da Silva,M,18.0,,,Brazil,BRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Hlio Coutinho da Silva,M,24.0,185.0,72.0,Brazil,BRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,
Hlio Coutinho da Silva,M,24.0,185.0,72.0,Brazil,BRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Holder Ocante da Silva,M,20.0,182.0,80.0,Guinea Bissau,GBS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,
Holder Ocante da Silva,M,24.0,182.0,80.0,Guinea Bissau,GBS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,
Holder Ocante da Silva,M,28.0,182.0,80.0,Guinea Bissau,GBS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
Joo Batista Eugnio da Silva,M,20.0,178.0,74.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
Joo Batista Eugnio da Silva,M,20.0,178.0,74.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Luiz Gonzaga da Silva,M,26.0,178.0,74.0,Brazil,BRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,
Luiz Gonzaga da Silva,M,26.0,178.0,74.0,Brazil,BRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,
Rbson Caetano da Silva,M,19.0,187.0,74.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
Rbson Caetano da Silva,M,19.0,187.0,74.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,
Rbson Caetano da Silva,M,24.0,187.0,74.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
Rbson Caetano da Silva,M,24.0,187.0,74.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,Bronze
Rbson Caetano da Silva,M,27.0,187.0,74.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,
Rbson Caetano da Silva,M,27.0,187.0,74.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,
Rbson Caetano da Silva,M,27.0,187.0,74.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
Rbson Caetano da Silva,M,31.0,187.0,74.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
Rbson Caetano da Silva,M,31.0,187.0,74.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Ruy da Silva,M,24.0,172.0,73.0,Brazil,BRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,
Ruy da Silva,M,24.0,172.0,73.0,Brazil,BRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,
Valdinei Ablio da Silva,M,24.0,180.0,71.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,
Valdinei Ablio da Silva,M,24.0,180.0,71.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Aldemir Gomes da Silva Jnior,M,20.0,193.0,80.0,Brazil,BRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,
Aldemir Gomes da Silva Jnior,M,20.0,193.0,80.0,Brazil,BRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Aldemir Gomes da Silva Jnior,M,24.0,193.0,80.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
Kokoutse Fabrice Dabla,M,23.0,,,Togo,TOG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
Daniel Dbrowski,M,24.0,182.0,72.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,
Petar Nachev Dachev,M,21.0,180.0,78.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,
Petar Nachev Dachev,M,25.0,180.0,78.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,
"Henning Johannes ""Henry"" Dafel",M,31.0,,,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres,
"Henning Johannes ""Henry"" Dafel",M,31.0,,,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,
"Henning Johannes ""Henry"" Dafel",M,31.0,,,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Charles Daniel Daggs,M,19.0,178.0,59.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres Hurdles,
Roland Dagher,M,,,,Lebanon,LIB,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,
Roland Dagher,M,,,,Lebanon,LIB,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,
Henry C. Dagmil,M,26.0,154.0,76.0,Philippines,PHI,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Long Jump,
Bror Johan Dahlin,M,26.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 400 metres,
Bror Johan Dahlin,M,26.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 400 metres Relay,
Owusu Dako,M,23.0,194.0,85.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
Owusu Dako,M,23.0,194.0,85.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
Alfred Daley,M,22.0,175.0,69.0,Jamaica,JAM,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,
Alfred Daley,M,26.0,175.0,69.0,Jamaica,JAM,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,
Henry Edmond Daley Colphon,M,22.0,,,Costa Rica,CRC,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,
"Robert Martin ""Rob"" Daly",M,22.0,183.0,80.0,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Georges tienne Louis Damitio,M,24.0,185.0,79.0,France,FRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Long Jump,
Pascal Dangbo,M,20.0,179.0,80.0,Benin,BEN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,
Pascal Dangbo,M,24.0,179.0,80.0,Benin,BEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
Pascal Dangbo,M,24.0,179.0,80.0,Benin,BEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
Pascal Dangbo,M,28.0,179.0,80.0,Benin,BEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,
Alvin Daniel,M,23.0,188.0,75.0,Trinidad and Tobago,TTO,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,
Alvin Daniel,M,23.0,188.0,75.0,Trinidad and Tobago,TTO,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
Vicente Hibrahim Daniel,M,28.0,167.0,65.0,Mozambique,MOZ,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,
George Kofi Daniels,M,22.0,177.0,64.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,
George Kofi Daniels,M,22.0,177.0,64.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,
George Kofi Daniels,M,22.0,177.0,64.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
Oliver Daniels,M,20.0,172.0,59.0,Liberia,LBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,
Oliver Daniels,M,20.0,172.0,59.0,Liberia,LBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,
Oliver Daniels,M,24.0,172.0,59.0,Liberia,LBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
Oliver Daniels,M,24.0,172.0,59.0,Liberia,LBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,
"Olof Gustav Arne ""Olle"" Danielsson",M,24.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,
"Olof Gustav Arne ""Olle"" Danielsson",M,24.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,
Ivan Dani,M,21.0,185.0,78.0,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,
"Patrick ""Pat"" Dannaher",M,23.0,,,South Africa,RSA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,
"Patrick ""Pat"" Dannaher",M,23.0,,,South Africa,RSA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 200 metres,
"Patrick ""Pat"" Dannaher",M,23.0,,,South Africa,RSA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,
Mohamed Lamine Dansoko,M,18.0,161.0,78.0,Guinea,GUI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
Siriroj Darasuriyong,M,24.0,176.0,72.0,Thailand,THA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,
Garfield Darien,M,24.0,190.0,80.0,France,FRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,
Dennis Theodore Darling,M,21.0,183.0,77.0,Bahamas,BAH,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Dennis Theodore Darling,M,29.0,183.0,77.0,Bahamas,BAH,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,
Maoulida Daroueche,M,22.0,177.0,60.0,Comoros,COM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,
Maoulida Daroueche,M,26.0,177.0,60.0,Comoros,COM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
Oyeyemi Olugbenga Olatokunbo James Dasaolu,M,24.0,187.0,88.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,
Oyeyemi Olugbenga Olatokunbo James Dasaolu,M,28.0,187.0,88.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
Emmanuel Kwame Dasor,M,20.0,,,Ghana,GHA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
John Daukom Polos,M,,,,Malaysia,MAS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,
Autiko Waquawuca Daunakamakama,M,22.0,188.0,85.0,Fiji,FIJ,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,
Ira Nelson Davenport,M,24.0,178.0,72.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 400 metres,
"Wilbur D. ""Willie"" Davenport",M,21.0,186.0,84.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,
"Wilbur D. ""Willie"" Davenport",M,25.0,186.0,84.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,Gold
"Wilbur D. ""Willie"" Davenport",M,29.0,186.0,84.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,
"Wilbur D. ""Willie"" Davenport",M,33.0,186.0,84.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,Bronze
Alain David,M,24.0,176.0,67.0,France,FRA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,
Alain David,M,24.0,176.0,67.0,France,FRA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,
Ji David,M,29.0,187.0,80.0,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,
Ji David,M,29.0,187.0,80.0,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,
George Davidson,M,21.0,,,New Zealand,NZL,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,
George Davidson,M,21.0,,,New Zealand,NZL,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,
Charles C. Davies,M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 400 metres,
Howard Granville Davies,M,24.0,178.0,69.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,
Lynn Davies,M,22.0,185.0,77.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,
Lynn Davies,M,22.0,185.0,77.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,
Lynn Davies,M,22.0,185.0,77.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,Gold
Lynn Davies,M,26.0,185.0,77.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,
Lynn Davies,M,30.0,185.0,77.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,
Calvin B. Davis,M,24.0,183.0,79.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,Bronze
Edgar Brian Davis,M,19.0,183.0,74.0,South Africa,RSA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,
Edgar Brian Davis,M,19.0,183.0,74.0,South Africa,RSA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,
Glenn Ashby Davis,M,22.0,183.0,73.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres Hurdles,Gold
Glenn Ashby Davis,M,25.0,183.0,73.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres Hurdles,Gold
Glenn Ashby Davis,M,25.0,183.0,73.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Howard Davis,M,21.0,185.0,81.0,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,
Howard Davis,M,21.0,185.0,81.0,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Howard Davis,M,25.0,185.0,81.0,Jamaica,JAM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
Jack Wells Davis,M,21.0,190.0,70.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 110 metres Hurdles,Silver
Jack Wells Davis,M,26.0,190.0,70.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 110 metres Hurdles,Silver
Malachi John Davis,M,26.0,183.0,79.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
Malachi John Davis,M,26.0,183.0,79.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,
Michael Davis,M,20.0,183.0,76.0,Jamaica,JAM,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,
Otis Crandall Davis,M,28.0,185.0,74.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,Gold
Otis Crandall Davis,M,28.0,185.0,74.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Tofilo S. Davis Bell,M,22.0,,,Venezuela,VEN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 110 metres Hurdles,
Walter L. Davis,M,25.0,188.0,83.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,
Wayne Courtney Davis,M,20.0,171.0,70.0,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,
Saidur Rahman Dawn,M,21.0,162.0,60.0,Bangladesh,BAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,
Saidur Rahman Dawn,M,21.0,162.0,60.0,Bangladesh,BAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
Gordon Raymond Day,M,24.0,185.0,74.0,South Africa,RSA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,
Gordon Raymond Day,M,24.0,185.0,74.0,South Africa,RSA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,
Fernando Pereira de Almeida,M,23.0,186.0,74.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,
Jos Xavier de Almeida,M,27.0,174.0,68.0,Brazil,BRA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,
Jos Xavier de Almeida,M,31.0,174.0,68.0,Brazil,BRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,
Jos Xavier de Almeida,M,31.0,174.0,68.0,Brazil,BRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 200 metres,
Pedro Joo Rthe Marques de Almeida,M,20.0,185.0,78.0,Portugal,POR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,
Carlos de Anda Dominguez,M,24.0,175.0,,Mexico,MEX,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,
Carlos de Anda Dominguez,M,24.0,175.0,,Mexico,MEX,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Eronilde Nues de Arajo,M,21.0,182.0,79.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,
Eronilde Nues de Arajo,M,21.0,182.0,79.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
Eronilde Nues de Arajo,M,25.0,182.0,79.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,
Eronilde Nues de Arajo,M,25.0,182.0,79.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Eronilde Nues de Arajo,M,29.0,182.0,79.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,
Altevir Silva de Arajo Filho,M,24.0,184.0,72.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,
Altevir Silva de Arajo Filho,M,24.0,184.0,72.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,
Bruno Lins Tenrio de Barros,M,21.0,182.0,85.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,
Bruno Lins Tenrio de Barros,M,21.0,182.0,85.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Bruno Lins Tenrio de Barros,M,25.0,182.0,85.0,Brazil,BRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,
Bruno Lins Tenrio de Barros,M,25.0,182.0,85.0,Brazil,BRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Bruno Lins Tenrio de Barros,M,29.0,182.0,85.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
Bruno Lins Tenrio de Barros,M,29.0,182.0,85.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
Jorge Machado de Barros,M,21.0,,,Brazil,BRA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,
Jorge Machado de Barros,M,21.0,,,Brazil,BRA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,
Jorge Machado de Barros,M,21.0,,,Brazil,BRA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,
"Willem Frederik Andries ""Willie"" de Beer",M,24.0,188.0,73.0,South Africa,RSA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,
Hannes de Boer,M,24.0,,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Long Jump,
Hannes de Boer,M,28.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Long Jump,
Gustave Henri De Bruyne,M,,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,
Antnio Damaso de Carvalho,M,22.0,,,Brazil,BRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,
Milton Costa de Castro,M,26.0,176.0,67.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,
Milton Costa de Castro,M,26.0,176.0,67.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,
Enrique de Chvarri y Rodrguez-Codes,M,25.0,,,Spain,ESP,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
Enrique de Chvarri y Rodrguez-Codes,M,25.0,,,Spain,ESP,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,
Lodewijk De Clerck,M,24.0,176.0,67.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,
